canonical_name,total_mentions,model_count,google_name,match_score,google_rating,google_reviews,price_level,business_status,address
Club Rangoon,1,1,Club Rangoon,100.0,4.6,156,,OPERATIONAL,"76 Duxton Rd, Singapore 089535"
Coco Ichibanya,1,1,CoCo ICHIBANYA,100.0,4.6,1917,2,OPERATIONAL,"1 Vista Exchange Grn, #02-06, Singapore 138617"
Columbus Coffee Co.,1,1,Columbus Coffee Co.,100.0,4.2,1508,2,OPERATIONAL,"220 Upper Thomson Rd, Singapore 574352"
Convivial Champagne Bar,1,1,Convivial Champagne Bar,100.0,4.9,57,,OPERATIONAL,"11 N Canal Rd, #01-01 The Offshore, Singapore 048824"
Cote Korean Steakhouse,1,1,COTE Korean Steakhouse,100.0,4.5,468,,OPERATIONAL,"30 Bideford Rd, Level 3 COMO Orchard, Singapore 229922"
Crystal Jade Golden Palace,1,1,Crystal Jade Golden Palace,100.0,4.3,852,2,OPERATIONAL,"290 Orchard Rd, #05 - 22, Singapore 238859"
Cugini Trattoria Pizzeria,1,1,Cugini Trattoria Pizzeria,100.0,4.4,795,,OPERATIONAL,"37 Joo Chiat Pl, Singapore 427761"
Culina at COMO Dempsey,1,1,Culina at COMO Dempsey,100.0,4.3,1196,3,OPERATIONAL,"15 Dempsey Rd, Singapore 249675"
D'Penyetz Heritage,1,1,D'Penyetz Heritage,100.0,4.8,111,,OPERATIONAL,"5 Kadayanallur St, #01-06, Singapore 069183"
D.O.P Mozzarella Bar & Restaurant,1,1,D.O.P Mozzarella Bar & Restaurant,100.0,4.5,715,2,OPERATIONAL,"60 Robertson Quay, #01-04A The Quayside, Singapore 238252"
DAWN,1,1,DAWN,100.0,4.1,320,,OPERATIONAL,"78 S Bridge Rd, Singapore 058708"
Da Luca Italian Restaurant,1,1,Da Luca Italian Restaurant,100.0,4.3,745,3,OPERATIONAL,"1 Goldhill Plaza, #01-19/21, Singapore 308899"
Da Paolo Pizza Bar,1,1,Da Paolo Pizza Bar,100.0,4.1,516,2,OPERATIONAL,"118 Holland Ave, #01-06, Raffles 278997"
Daebak Korean Restaurant,1,1,Daebak Korean Restaurant,100.0,4.7,271,,OPERATIONAL,"141038Singapore, Margaret Dr, 38号 #01-10"
Daily Ground,1,1,Daily Ground,100.0,4.3,263,2,OPERATIONAL,"619D Bukit Timah Rd, #01-01, Singapore 269724"
Daisy's Dream Kitchen,1,1,Daisy's Dream Kitchen,100.0,4.3,402,2,OPERATIONAL,"131 Rifle Range Rd, #01-01 Temasek Club, Singapore 588396"
Dallas Cafe & Bar,1,1,Dallas Cafe & Bar (MBS),90.5,4.3,1235,2,OPERATIONAL,"2 Bayfront Ave, #01 - 85 The Shoppes at Marina Bay Sands, Singapore 018972"
Delhi,1,1,Delhi6,90.9,4.9,545,,OPERATIONAL,"11 Odeon, Singapore 428722"
"Delicious 美味 Mee Rebus, Mee Siam, Lontong",1,1,"Delicious 美味 Mee Rebus, Mee Siam, Lontong",100.0,4.4,78,1,OPERATIONAL,"6 Tanjong Pagar Plz, #02-02, Singapore 081006"
Dill,1,1,Dill,100.0,4.9,172,,OPERATIONAL,"33 Duxton Rd, Singapore 089497"
Dolcetto,1,1,Dolcetto,100.0,4.2,139,,OPERATIONAL,"1 Cuscaden Rd, Level 1, Singapore 249715"
Don Don Donki,1,1,DON DON DONKI,100.0,4.4,1289,,OPERATIONAL,"100 Tras Street 100AM #02, #01-05/22-26, #03 01-05/09-23, Singapore 079027"
Douraku Sushi,1,1,Douraku Sushi,100.0,4.5,55,,OPERATIONAL,"511 Upper Jurong Rd, d'Arena, Singapore 638366"
Dragon-i,1,1,Dragon-i,100.0,4.7,10034,,OPERATIONAL,"City Square, Lot No. J3-36 Level 3 106-108 Johor Bahru, Jalan Wong Ah Fook, 80000 Johor Bahru, Malaysia"
Dunman Food Centre,1,1,Dunman Food Centre,100.0,4.1,2195,1,OPERATIONAL,"271 Onan Rd, Singapore 424768"
Dusk @ Mount Faber Peak,1,1,Dusk @ Mount Faber Peak,100.0,4.7,4083,2,OPERATIONAL,"Mount Faber Rd, Level 2 Mount Faber Peak Singapore, Singapore 099203"
EagleWings Loft,1,1,EagleWings Loft,100.0,4.7,2126,2,OPERATIONAL,"9 King Albert Prk, #01-33/34/56/57 KAP Residences Mall, Singapore 598332"
Earlybird,1,1,Earlybird,100.0,4.5,843,2,OPERATIONAL,"17 Jln Pinang, Singapore 199149"
East Coast Seafood Centre,1,1,East Coast Seafood Centre,100.0,4.7,9,,OPERATIONAL,"1206 ECP, Singapore 449883"
Eastern House of Seafood,1,1,Eastern House of Seafood,100.0,4.0,588,,OPERATIONAL,"37 Jalan Peminpin, Mapex, #B1-02, 37 Jln Pemimpin, Singapore 577177"
Ebi Bar,1,1,Ebi Bar,100.0,4.6,614,,OPERATIONAL,"5 Koek Rd, #B1-21, Singapore 228796"
Ellenborough Market Cafe,1,1,Ellenborough Market Café,100.0,3.8,1151,3,OPERATIONAL,"20 Merchant Rd, Singapore 058281"
Embassy 1967,1,1,Embassy 1967,100.0,4.7,260,,OPERATIONAL,"435 Orchard Rd, #03-32/33/34, Singapore 238877"
Encik Tan,1,1,Encik Tan,100.0,4.0,795,1,OPERATIONAL,"1 HarbourFront Walk, B2-45 VivoCity, Singapore 098585"
Encore by Rhubarb,1,1,Encore by Rhubarb,100.0,4.6,507,4,OPERATIONAL,"3 Duxton Hl, Singapore 089589"
Eng Kee Bak Kut Teh,1,1,Eng Kee Bak Kut Teh,100.0,4.3,396,,OPERATIONAL,"Ang Mo Kio Ave 1, Stall No 01-04, Singapore 560341"
Enjoy Eating House & Bar,1,1,Enjoy Eating House and Bar,100.0,4.3,691,,OPERATIONAL,"30 Stevens Rd, #01-07, Singapore 257840"
Face Ban Mian,1,1,Face Ban Mian,100.0,4.2,72,,OPERATIONAL,"631 Ang Mo Kio Ave 4, Block 631 HDB Ang Mo Kio Avenue 4, Singapore 560631"
Fan Ji Speciality Noodle,1,1,Fan Ji Speciality Noodle,100.0,4.3,609,1,OPERATIONAL,"501 W Coast Dr, Yi Jia Coffee Shop, Singapore 120501"
Fatty Bom Bom,1,1,Fatty Bom Bom,100.0,3.2,346,1,OPERATIONAL,"Woodlands Street 11, Block 167, Singapore 730167"
Feng Shui Inn,1,1,Feng Shui Inn,100.0,4.0,241,,OPERATIONAL,"Equarius Hotel, 16 Sentosa Gateway, Resorts World Sentosa, Singapore 098133"
Fico,1,1,Fico,100.0,4.5,3094,,OPERATIONAL,"1300 East Coast Parkway, East Coast Park Area F, Singapore 468964"
Firebird by Suetomi,1,1,Firebird By Suetomi,100.0,4.6,84,,OPERATIONAL,"83 Neil Road, Duxton Hl, #01-05 Mondrian Singapore, Singapore 089813"
Flagwhite,1,1,FlagWhite,100.0,4.5,1101,2,OPERATIONAL,"106 Jln Jurong Kechil, Singapore 598604"
Fleur De Sel Le Restaurant,1,1,Fleur De Sel Le Restaurant,100.0,4.5,331,3,OPERATIONAL,"64 Tras St, Singapore 079003"
Flutes,1,1,Flutes,100.0,4.6,617,3,OPERATIONAL,"120 Beach Rd, #01-02 Guoco Midtown House, Singapore 189769"
Fook Kin,1,1,Fook Kin,100.0,4.3,1684,2,OPERATIONAL,"111 Killiney Rd, Singapore 239550"
Fortuna - Italian Pizza & Pasta Restaurant,1,1,Fortuna - Italian Pizza & Pasta Restaurant,100.0,4.8,8035,,OPERATIONAL,"7 Craig Rd, Singapore 089667"
Fotia,1,1,Fotia,100.0,4.3,1112,2,OPERATIONAL,"28 Duxton Hl, Singapore 089610"
Friar's Good Food,1,1,Friar's Good Food,100.0,4.8,492,,OPERATIONAL,"8 Sentosa Gateway, Universal Studios, Singapore 098269"
Frienzie Bar & Bistro,1,1,Frienzie Bar & Bistro,100.0,3.9,996,2,OPERATIONAL,"10, Tebing Lane, #01-02, Singapore 828836"
Ganko Sushi,1,1,Ganko Sushi,100.0,4.6,829,,OPERATIONAL,"9 Penang Rd, #01-01, Singapore 238459"
Garibaldi Italian Restaurant & Bar,1,1,Garibaldi Italian Restaurant & Bar,100.0,4.5,1176,4,OPERATIONAL,"36 Purvis St, #01-02, Singapore 188613"
Gary's Omakase,1,1,Gary's Omakase,100.0,4.9,136,,OPERATIONAL,"531 Upper Cross St, #02-55 Hong Lim Complex, Singapore 050531"
Gelatissimo,1,1,Gelatissimo,100.0,4.3,109,,OPERATIONAL,"112 E Coast Rd, #01-22 i12 Katong, Singapore 428802"
Geylang Lor 29 Charcoal Fried Hokkien Mee,1,1,Geylang Lorong 29 Charcoal Fried Hokkien Mee,96.5,2.9,20,,OPERATIONAL,"459129 E Coast Rd, Singapore 459129"
Geylang Lor 9 Frog Porridge,1,1,Geylang Lor 9 Fresh Frog Porridge,90.0,4.2,2714,2,OPERATIONAL,"235 Geylang Road, Lor 9 Geylang, Singapore 389294"
Geylang Lorong 29 Fried Hokkien Mee,1,1,Geylang Lorong 29 Fried Hokkien Mee,100.0,1.8,13,,OPERATIONAL,"18 Marina Gardens Dr, #01-22 Satay by the Bay, Singapore 018953"
Geylang Serai Market & Food Centre,1,1,Geylang Serai Market and Food Centre,100.0,4.3,10848,2,OPERATIONAL,"1 Geylang Serai, Singapore 402001"
Ghim Moh Chwee Kueh,1,1,Ghim Moh Chwee Kueh,100.0,3.1,208,,OPERATIONAL,"20 Ghim Moh Rd, #01-54, Singapore 270020"
Gibson Bar,1,1,Gibson Bar,100.0,4.5,466,3,OPERATIONAL,"20 Bukit Pasoh Rd, #2nd Floor, Singapore 089834"
Gin Khao Bistro,1,1,Gin Khao Bistro,100.0,4.6,1265,,OPERATIONAL,"31 Ocean Way, #01-12 Quayside Isle, Singapore 098375"
Golden Mile Thien Kee Steamboat Hainanese Restaurant,1,1,Golden Mile Thien Kee Steamboat Hainanese Restaurant,100.0,4.0,1241,2,OPERATIONAL,"6001 Beach Rd, B1-20 GOLDEN MILE TOWER, Singapore 199589"
Golden Shoe Hokkien Mee,1,1,Golden Shoe Hokkien Mee,100.0,2.3,99,,OPERATIONAL,"18 Raffles Quay, #01-26 Lau Pa Sat, Singapore 048582"
Good Boy George,1,1,Good Boy George,100.0,4.4,160,,OPERATIONAL,"7 Rodyk St, #01-28, Singapore 238215"
"Goodbye, Alibi",1,1,"Goodbye, Alibi",100.0,4.7,86,,OPERATIONAL,"53A Duxton Rd, Singapore 089517"
Grand Hyatt Singapore,1,1,Grand Hyatt Singapore,100.0,4.5,6604,,OPERATIONAL,"10 Scotts Rd, Singapore 228211"
Grand Shanghai Restaurant,1,1,Grand Shanghai Restaurant,100.0,4.3,725,3,OPERATIONAL,"390 Havelock Rd, Level 1 King's Centre, Singapore 169662"
Grub Pasta Kitchen,1,1,GRUB Pasta Kitchen,100.0,4.4,552,,OPERATIONAL,"1380 Ang Mo Kio Ave 1, River Plains, Bishan Park, Singapore 569930"
Guan Kee,1,1,Guan kee,100.0,,,,OPERATIONAL,"17 Upper Boon Keng Rd, Singapore 380017"
Guangzhou Mian Shi Wanton Noodle,1,1,Guangzhou Mian Shi Wanton Noodle (广州面食),92.8,4.2,200,1,OPERATIONAL,"48A Tanglin Halt Rd, #01-04, Singapore 148813"
Guiga Korean BBQ Restaurant,1,1,Guiga Korean BBQ Restaurant,100.0,4.3,1021,2,OPERATIONAL,"134 Tg Pagar Rd, Singapore 088538"
Gup Shup,1,1,Gupshup,93.3,4.5,561,,OPERATIONAL,"301 Serangoon Rd, Basement 1 The Serangoon House, Singapore 218224"
Halmae Gukbab,1,1,Halmae Gukbab,100.0,,,,OPERATIONAL,"33 Tras St, #01-03, Singapore 078973"
Han Kee Fish Soup,1,1,Han Kee Fish Soup,100.0,4.0,649,1,OPERATIONAL,"7 Maxwell Rd, #02-129, Singapore 069111"
Hana Japanese Restaurant,1,1,Hana Japanese Restaurant,100.0,4.3,1499,,OPERATIONAL,"583 Orchard Road, Forum The Shopping Mall, #01-17, Singapore 238884"
Hansang Korean Family Restaurant,1,1,Hansang Korean Family Restaurant,100.0,4.8,13252,2,OPERATIONAL,"10 Sinaran Dr, #03-33 Square 2, Singapore 307506"
Hazuki,1,1,Hazuki,100.0,4.6,65,,OPERATIONAL,"391 Orchard Rd, #04-18A, Singapore 238872"
Hello Arigato,1,1,Hello Arigato,100.0,4.2,756,2,OPERATIONAL,"227 Upper Thomson Rd, Singapore 574359"
Heng Heng Cooked Food,1,1,Heng Heng Cooked Food,100.0,4.2,69,,OPERATIONAL,"254 Jurong East St 24, #01-12, Singapore 600254"
High Tide Bistro and Bar,1,1,High Tide Bistro and Bar,100.0,4.6,900,,OPERATIONAL,"1390 ECP, PAssion WaVe @ East Coast, Singapore 468961"
Home of Seafoods,1,1,Home of Seafood,96.8,3.7,791,3,OPERATIONAL,"1 Joo Chiat Pl, Singapore 427739"
Homeground Coffee Roasters,1,1,Homeground Coffee Roasters,100.0,4.3,946,2,OPERATIONAL,"911 Bukit Timah Rd, Singapore 589622"
Hometown Ma La Tang & Ma La Hotpot,1,1,Hometown Ma La Tang & Ma La Hotpot,100.0,3.9,56,,OPERATIONAL,"238 Thomson Rd, #02-26/27, Singapore 307683"
Hong Kong Street Old Chun Kee,1,1,Hong Kong Street Old Chun Kee,100.0,3.4,9,,OPERATIONAL,"679 Jurong West Central 1, #01-02, Singapore 640679"
Hong Peng La Mian Xiao Long Bao,1,1,Hong Peng La Mian Xiao Long Bao,100.0,4.1,99,,OPERATIONAL,"32 New Market Rd, #01-1064, Singapore 050032"
Honō 焱 Omakase,1,1,Honō 焱 Omakase,100.0,4.9,235,,OPERATIONAL,"10 Anson Rd, #01-50A International Plaza, Singapore 079903"
Hoo Kee Rice Dumpling,1,1,Hoo Kee Rice Dumpling,100.0,4.0,53,,OPERATIONAL,"7 Maxwell Rd, #01-18, Singapore 069111"
Hua Ting Restaurant,1,1,Hua Ting Restaurant,100.0,4.2,928,3,OPERATIONAL,"Orchard Hotel Singapore, Level 2, 442 Orchard Rd, Singapore 238879"
Hua Yu Wee Seafood Restaurant,1,1,Hua Yu Wee Seafood Restaurant,100.0,4.4,2660,2,OPERATIONAL,"462 Upper E Coast Rd, Singapore 466508"
Hub & Spoke Cafe,1,1,Hub & Spoke Cafe,100.0,4.1,1127,2,OPERATIONAL,"60 Airport Boulevard #01-T2S-02, Singapore Changi Airport, Singapore 819643"
Huber's Bistro,1,1,Huber's Bistro,100.0,4.4,1017,2,OPERATIONAL,"22 Dempsey Rd, Singapore 249679"
Huber's Butchery,1,1,Huber's Butchery,100.0,4.2,814,,OPERATIONAL,"22 Dempsey Rd, Singapore 249679"
Huevos,1,1,Huevos,100.0,4.4,1557,,OPERATIONAL,"803 N Bridge Rd, Singapore 198771"
I'm Kim Korean BBQ,1,1,I'm Kim Korean BBQ,100.0,4.6,6309,2,OPERATIONAL,"1 Zubir Said Dr, #01-04 School of the Arts, Singapore, Singapore 227968"
IM JAI by Pun Im,1,1,IM JAI by Pun Im,100.0,4.1,121,,OPERATIONAL,"12 Gopeng St, #01-78-81 Icon Village, Singapore 078877"
ION Sky,1,1,ION Sky,100.0,4.6,3257,,OPERATIONAL,"2 Orchard Turn, Singapore 238801"
IPPUDO Clarke Quay,1,1,IPPUDO CLARKE QUAY,100.0,4.4,63,2,OPERATIONAL,"3C River Valley Rd, Block C #01-07 Clarke Quay, Singapore 179022"
Ichiban Bento,1,1,Ichiban Bento,100.0,4.3,7,,OPERATIONAL,"1 Jurong West Central 2, #B1-78 Shopping Centre, Jurong Point, Singapore 648886"
Ichikokudo Hokkaido Ramen,1,1,Ichikokudo Hokkaido Ramen,100.0,4.4,1989,2,OPERATIONAL,"B1-135 (Tower 2) Suntec City Mall, 3 Temasek Blvd, #B1-135 3, Singapore 038983"
Iggy's,1,1,Iggy's,100.0,4.3,222,4,OPERATIONAL,"581 Orchard Rd, Level 3 voco Orchard Singapore by IHG, Singapore 238883"
Ikoi Japanese Restaurant,1,1,IKOI JAPANESE RESTAURANT,100.0,4.1,1179,2,OPERATIONAL,"401 HAVELOCK ROAD LOBBY, LEVEL #01-01, Singapore 169631"
Il Cielo,1,1,il Cielo,100.0,4.5,621,,OPERATIONAL,"581 Orchard Road voco, Level 24 Orchard, Singapore 238883"
Imm Thai Fusion Bar & Bistro,1,1,IMM Thai Fusion Bar & Bistro,100.0,4.2,89,,OPERATIONAL,"1 Pasir Ris Cl, #01-309 E!Avenue Downtown East, Singapore 519599"
Imperial Treasure Cantonese Cuisine,1,1,Imperial Treasure Cantonese Cuisine,100.0,4.2,610,3,OPERATIONAL,"Kim Seng Promenade, #02-111 Great World, Singapore 237994"
Indo Bakmi,1,1,Indo Bakmi,100.0,4.7,49,,OPERATIONAL,"01-19, 7 Maxwell Road, Amoy St, Food Centre, Singapore 069111"
IndoChilli,1,1,IndoChili,94.7,4.6,2313,2,OPERATIONAL,"54 Zion Rd, Singapore 247779"
International Muslim Food Stall Nasi Lemak,1,1,International Muslim Food Stall Nasi Lemak,100.0,3.9,318,1,OPERATIONAL,"2 Changi Village Rd, #01-03 Changi Village Hawker Centre, Singapore 500002"
Ishi,1,1,Ishi,100.0,4.7,231,,OPERATIONAL,"1 Nanson Rd, #02-06, Singapore 238909"
Izakaya Nijumaru,1,1,Izakaya Nijumaru,100.0,4.1,345,2,OPERATIONAL,"5 Koek Rd, #02-10/12, Singapore 228796"
J2 Famous Crispy Curry Puff,1,1,J2 Famous Crispy Curry Puff,100.0,4.5,272,,OPERATIONAL,"7 Maxwell Rd, #01-21, Singapore 069111"
JUICE,1,1,JUICE,100.0,4.8,95,,OPERATIONAL,"86B Circular Rd, Singapore 049438"
JUMBO Signatures,1,1,JUMBO Signatures,100.0,4.7,1148,,OPERATIONAL,"The Shoppes at Marina Bay Sands, 2 Bayfront Ave, B1- 01B, Singapore 018972"
JUNRYO,1,1,JUNRYO,100.0,4.0,150,,OPERATIONAL,"150 Orchard Rd, #02-54, Singapore 238841"
Jade,1,1,Jade,100.0,4.4,682,,OPERATIONAL,"1 Fullerton Sq, Singapore 049178"
Jia Wei Chinese Restaurant,1,1,JIA WEI CHINESE RESTAURANT,100.0,4.6,716,,OPERATIONAL,"50 East Coast Road, Marine Parade Rd, Roxy Square, Singapore 428769"
Jiak Kim House,1,1,Jiak Kim House,100.0,4.7,361,,OPERATIONAL,"5 Jiak Kim St, #01–17, Singapore 169425"
Jiang-Nan Chun,1,1,Jiang-Nan Chun,100.0,4.4,431,,OPERATIONAL,"190 Orchard Blvd, Level 2, Singapore 248646"
Jin Hua Fish Head Bee Hoon,1,1,Jin Hua Fish Head Bee Hoon,100.0,4.0,68,,OPERATIONAL,"51 Old Airport Rd, #01-120, Singapore 390051"
Jinjja Chicken,1,1,JINJJA Chicken,100.0,4.9,7001,,OPERATIONAL,"3 Gateway Dr, #02-05 Westgate, Singapore 608532"
JoAh Korean Restaurant,1,1,Joah Korean Restaurant,100.0,3.7,172,,OPERATIONAL,"1 Raffles Pl, #03-21/22, Singapore 048616"
Jollibee Singapore,1,1,Jollibee,100.0,4.5,2962,,OPERATIONAL,"3 Temasek Boulevard #B1-123, Tower, #5 Suntec City, Singapore 038983"
Joo Chiat Oyster House,1,1,Joo Chiat Oyster House,100.0,4.5,264,,OPERATIONAL,"328 Joo Chiat Rd, #01-05, Singapore 427585"
Josh's Grill,1,1,Josh's Grill,100.0,4.6,21434,2,OPERATIONAL,"200 Victoria Street #01-69 Bugis Junction, Singapore 188021"
Ju Bao Xuan Mala Hotpot,1,1,Ju Bao Xuan Mala Hotpot,100.0,2.4,7,,OPERATIONAL,"1 Hougang Street 91, #01-19 Hougang 1, Singapore 538692"
Jungle,1,1,Jungle,100.0,4.8,230,,OPERATIONAL,"10 Ann Siang Hill, Singapore 069789"
KFC,1,1,KFC,100.0,4.4,4980,2,OPERATIONAL,"190 Stadium Blvd, Singapore 397800"
Ka-En Grill & Sushi Bar,1,1,Ka-EN Grill & Sushi Bar,100.0,4.6,832,,OPERATIONAL,"15 Stamford Rd, #01-82 Arcade @ The Capitol Kempinski, Singapore 178906"
Kagami,1,1,KAGAMI,100.0,4.6,31,,OPERATIONAL,"150 Orchard Rd, #02-03, Singapore 238841"
Kalam Restaurant,1,1,Kalam Restaurant,100.0,4.9,1498,,OPERATIONAL,"2 Veerasamy Rd, Singapore 207305"
Kamal's Restaurant,1,1,Kamal's Restaurant,100.0,4.2,249,1,OPERATIONAL,"7 Stanley St, Singapore 068726"
Kappo,1,1,Kappou,90.9,4.6,105,,OPERATIONAL,"18 Robinson Rd, #03-01, Singapore 048547"
Karu's Indian Banana Leaf Restaurant,1,1,Karu's Indian Banana Leaf Restaurant,100.0,4.3,2126,2,OPERATIONAL,"808/810 Upper Bukit Timah Rd, Singapore 678144"
Katong Shopping Centre,1,1,Katong Shopping Centre,100.0,3.7,2053,,OPERATIONAL,"865 Mountbatten Rd, Singapore 437844"
Keum Eun Don,1,1,Keum Eun Don,100.0,4.6,121,,OPERATIONAL,"667979Singapore, Hillview Rise, HillV2 ￼ 4号 #01-09"
Khao Hom by Rung Mama,1,1,Khao Hom by Rung Mama (AMK),91.3,4.7,2214,2,OPERATIONAL,"5 Ang Mo Kio Central 2, #01-06, Singapore 569663"
Ki Teppan & Rogama,1,1,Ki Teppan & Rogama,100.0,4.1,37,,OPERATIONAL,"390 Orchard Rd, B1-08/09/10/11, Singapore 238871"
Kim Keat Hokkien Mee,1,1,Kim Keat Hokkien Mee,100.0,3.9,796,2,OPERATIONAL,"92 Lor 4 Toa Payoh, #01-264, Singapore 310092"
Kimoto Gastro Bar,1,1,Kimoto Gastro Bar,100.0,4.3,99,,OPERATIONAL,"4 Marina Blvd, The Sail at Marina Bay, Singapore 018987"
Kinnari Thai Cuisine,1,1,Kinnari Thai Cuisine,100.0,4.3,386,2,OPERATIONAL,"201 Joo Chiat Rd, #01-01, Singapore 427472"
Koh Brother Pig's Organ Soup,1,1,Koh Brother Pig's Organ Soup,100.0,4.2,200,,OPERATIONAL,"30 Seng Poh Rd, #02-29, Singapore 168898"
Komyuniti Bar & Restaurant,1,1,Komyuniti Bar & Restaurant,100.0,4.7,699,,OPERATIONAL,"366 Orchard Rd, Level 10 YOTEL, Singapore 238904"
Kontiki,1,1,Kontiki,100.0,4.2,684,2,OPERATIONAL,"11 Rhu Cross, #01-02, Singapore 437440"
Kopi & Spells,1,1,Kopi & Spells,100.0,3.7,67,,OPERATIONAL,"3C River Valley Rd, #01-01 Clarke Quay, Singapore 179022"
Kopi & Tarts,1,1,Kopi & Tarts,100.0,3.2,213,,OPERATIONAL,"51 Upper Serangoon Rd, #01-18 The Poiz Centre, Singapore 347697"
Korat Thai Cafe,1,1,Korat Thai Cafe,100.0,4.1,846,,OPERATIONAL,"400 Orchard Rd, #03-28 Orchard Tower, Singapore 238875"
Koung's Wanton Noodles,1,1,Koung's Wantan Noodles,95.2,4.7,302,,OPERATIONAL,"10 Tampines Central 1, #05-05 - 07, Singapore 529538"
Krapow,1,1,Krapow,100.0,4.8,47,,OPERATIONAL,"55 Zion Rd, Singapore 247780"
Kuriya Japanese Market,1,1,Kuriya Japanese Market,100.0,4.2,137,2,OPERATIONAL,"1 Jurong West Central 2, #B1-77 Shopping Centre, Jurong Point, Singapore 648886"
Kurry Korner,1,1,Kurry Korner,100.0,4.6,532,,OPERATIONAL,"6 Changi Business Park Ave 1 01-37 ESR, BizPark, North Tower, Singapore 486017"
Kyoten Japanese Cuisine,1,1,Kyoten Japanese Cuisine,100.0,4.6,349,,OPERATIONAL,"5 Yong Siak St, Singapore 168643"
L'Amo Bistro del Mare,1,1,L'Amo Bistrò del Mare Singapore,100.0,4.7,42,,OPERATIONAL,"11 Canning Walk, Singapore 178881"
L'Angélus,1,1,L'Angélus,100.0,4.5,626,,OPERATIONAL,"85 Club St, Singapore 069453"
L32 Handmade Noodles,1,1,L32 Handmade Noodles,100.0,4.2,1458,,OPERATIONAL,"558 Geylang Road, Lor 32 Geylang, Singapore 389509"
LILYAN,1,1,LILYAN Singapore,100.0,4.2,172,,OPERATIONAL,"38 Circular Rd, Singapore 049394"
LINO @ Binjai Park,1,1,LINO @ Binjai Park,100.0,4.6,1572,2,OPERATIONAL,"7 Binjai Park, Singapore 589821"
La Mensa,1,1,La Mensa,100.0,3.9,346,,OPERATIONAL,"1 Wallich St, B2-15 Guoco Tower, Singapore 078881"
La Nonna,1,1,La Nonna,100.0,4.2,1453,2,OPERATIONAL,"26/26B Lor Mambong, Singapore 277685"
La Petite Cuisine,1,1,La Petite Cuisine,100.0,4.8,71,,OPERATIONAL,"Blk 729 Woodlands Cir, Singapore 730729"
La Terrace,1,1,La Terrace,100.0,4.3,31,,OPERATIONAL,"39C Harding Rd, Singapore 249541"
Lad & Co.,1,1,Lad & Co,100.0,4.3,580,,OPERATIONAL,"56 Tanglin Rd, B1-02, Singapore 247964"
Lagoon in a Bowl,1,1,Lagoon In A Bowl,100.0,4.7,113,,OPERATIONAL,"7 Maxwell Rd, #01-48, Singapore 069111"
Lai Wah Restaurant,1,1,Lai Wah Restaurant,100.0,4.0,705,2,OPERATIONAL,"44 Bendemeer Rd, #01-1436, Singapore 330044"
Landmark Restaurant,1,1,The Landmark Restaurant,90.5,4.5,2932,2,OPERATIONAL,"390 Victoria St, #05-01 Poolside, Village Hotel Bugis, Singapore 188061"
Laurus Table,1,1,Laurus Table,100.0,4.4,12,,OPERATIONAL,"28 Sentosa Gateway, Singapore 098139"
Le Faubourg,1,1,Le Faubourg,100.0,4.5,379,,OPERATIONAL,"2 Gunner Lane #01-02 Mess Hall Block 17, opp The Barracks Hotel, Singapore 099567"
Lecoq,1,1,LECOQ,100.0,4.3,259,,OPERATIONAL,"25 Church St, Singapore 049482"
Legendary Bak Kut Teh at South Bridge,1,1,Legendary Bak Kut Teh (South Bridge),95.8,4.3,1212,2,OPERATIONAL,"46 S Bridge Rd, Singapore 058679"
Leopold,1,1,leopold,100.0,4.3,226,2,OPERATIONAL,"15 Lor Telok, Singapore 049028"
Lime Restaurant,1,1,Lime Restaurant,100.0,4.7,9713,3,OPERATIONAL,"3 Upper Pickering St, Singapore 058289"
Limoncello Pizza & Grill,1,1,Limoncello Pizza & Grill,100.0,4.3,1279,3,OPERATIONAL,"95 Robertson Quay, #01-19/20, Singapore 238256"
Little Birdie,1,1,Little Birdie,100.0,4.4,14,,OPERATIONAL,"138 Market St, Level 38, Singapore 048946"
Little Elephant Thai Bistro,1,1,Little Elephant SG Thai Bistro,94.7,4.2,669,2,OPERATIONAL,"57 Eng Hoon St, #01-72 Block 57, Singapore 160057"
Little Glass,1,1,Little Glass,100.0,4.3,63,,OPERATIONAL,"1 Fusionopolis Pl, #01-34, Singapore 138522"
Little India Arcade,1,1,Little India Arcade,100.0,4.3,2262,,OPERATIONAL,"48 Serangoon Rd, #02-07, Singapore 217959"
Liu San Jie Mee Hoon Kueh,1,1,Liu San Jie Mee Hoon Kueh,100.0,4.4,65,,OPERATIONAL,"206 Toa Payoh N, Singapore 310206"
Lola's Cafe,1,1,Lola's Cafe,100.0,4.4,2447,2,OPERATIONAL,"5 Simon Rd, Singapore 545893"
Long Phung Vietnamese Cuisine,1,1,Long Phung - Vietnamese Cuisine,100.0,4.0,2044,1,OPERATIONAL,"159 Joo Chiat Rd, Singapore 427436"
Lotus Vegetarian Restaurant,1,1,Lotus Vegetarian Restaurant,100.0,4.4,792,2,OPERATIONAL,"201 Balestier Rd, Level 2 Holiday Inn Express and Suites Singapore, Singapore 329926"
Lucine by LUNA,1,1,Lucine by LUNA,100.0,4.2,149,,OPERATIONAL,"111 Somerset Rd, #01-06 TripleOne Somerset, Singapore 238164"
Lucky Cafe-Restaurant,1,1,Lucky Cafe-Restaurant,100.0,4.0,557,1,OPERATIONAL,"17 N Canal Rd, #1st Floor, Singapore 048829"
